= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","4854","5.275e+07","7252","0.3579","0.7994","0.8852","0.049"
"dummy","Dummy Regressor","6865","8.233e+07","9061","-0.0022","1.043","1.566","0.039"
"huber","Huber Regressor","6036","9.894e+07","9930","-0.2029","0.9539","0.751","0.051"
"par","Passive Aggressive Regressor","7680","1.104e+08","1.046e+04","-0.349","1.279","1.559","0.049"
"lar","Least Angle Regression","4.081e+05","9.103e+11","4.825e+05","-1.037e+04","2.367","105.2","0.045"



= = = = = Online Shoppers Purchasing Intention = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","5.754","218.7","14.76","0.3352","1.133","2.03","0.134"
"gbr","Gradient Boosting Regressor","5.738","220.7","14.8","0.334","1.134","2.017","0.299"
"rf","Random Forest Regressor","5.898","227","15.03","0.3122","1.153","2.24","0.662"
"et","Extra Trees Regressor","6.08","232.8","15.21","0.2954","1.176","2.126","0.369"
"lr","Linear Regression","6.829","244.4","15.57","0.2647","1.357","2.287","0.694"
"ridge","Ridge Regression","6.712","244.6","15.58","0.2641","1.329","2.296","0.023"
"br","Bayesian Ridge","6.644","245.2","15.6","0.2623","1.312","2.303","0.029"
"lasso","Lasso Regression","7.022","257.5","15.98","0.2261","1.423","1.937","0.028"
"llar","Lasso Least Angle Regression","7.022","257.5","15.98","0.2261","1.423","1.937","0.024"
"xgboost","Extreme Gradient Boosting","6.526","266.5","16.25","0.1935","1.23","2.072","0.099"
"en","Elastic Net","8.392","303.2","17.35","0.0867","1.666","1.572","0.03"
"omp","Orthogonal Matching Pursuit","9.087","329.4","18.09","0.0066","1.775","1.374","0.024"
"dummy","Dummy Regressor","9.252","331.8","18.16","-0.0006","1.808","1.104","0.022"
"huber","Huber Regressor","5.831","358.1","18.86","-0.0801","1.237","0.973","0.133"
"knn","K Neighbors Regressor","8.653","368.6","19.16","-0.1188","1.639","1.536","0.03"
"dt","Decision Tree Regressor","7.42","460.3","21.44","-0.4215","1.231","2.501","0.036"
"ada","AdaBoost Regressor","25.32","886.4","29.52","-1.736","2.871","6.738","0.145"
"par","Passive Aggressive Regressor","15.51","1833","32.61","-4.549","1.602","6.522","0.026"
"lar","Least Angle Regression","1802","6.495e+07","2563","-1.905e+05","2.185","177.1","0.025"



= = = = = Rain in Australia = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","2.123","67.41","8.134","0.2629","0.505","1.305","0.198"
"rf","Random Forest Regressor","2.08","68.13","8.175","0.2527","0.4866","1.107","2.571"
"gbr","Gradient Boosting Regressor","2.154","68.46","8.196","0.2486","0.507","1.48","0.722"
"xgboost","Extreme Gradient Boosting","2.232","67.98","8.188","0.2455","0.5618","1.504","0.212"
"et","Extra Trees Regressor","2.077","69.01","8.219","0.2455","0.485","1.096","2.137"
"lr","Linear Regression","3.421","74.99","8.553","0.1933","0.9646","3.652","0.113"
"ridge","Ridge Regression","3.42","74.99","8.553","0.1933","0.9644","3.651","0.093"
"br","Bayesian Ridge","3.403","75.07","8.557","0.1926","0.9605","3.619","0.134"
"en","Elastic Net","3.564","77.43","8.694","0.1671","1.064","4.005","0.098"
"knn","K Neighbors Regressor","2.929","79.37","8.84","0.1287","0.8875","3.209","0.11"
"dt","Decision Tree Regressor","2.274","81.36","8.951","0.096","0.5385","1.212","0.129"
"lasso","Lasso Regression","3.709","83.98","9.064","0.0922","1.088","4.149","0.096"
"llar","Lasso Least Angle Regression","3.709","83.98","9.064","0.0922","1.088","4.149","0.085"
"omp","Orthogonal Matching Pursuit","3.663","85.78","9.141","0.0786","1.043","4.01","0.09"
"huber","Huber Regressor","2.633","89.87","9.374","0.0306","0.7795","1.163","0.575"
"dummy","Dummy Regressor","4.056","92.37","9.514","-0.0009","1.232","3.146","0.072"
"ada","AdaBoost Regressor","10.73","173.8","13.04","-1.016","2.095","14.69","0.69"
"par","Passive Aggressive Regressor","11.09","227.6","14.06","-1.433","1.924","15.68","0.088"
"lar","Least Angle Regression","8.585e+06","8.299e+14","1.067e+07","-1.773e+13","6.384","1.062e+07","0.093"



= = = = = Water Potability = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"rf","Random Forest Regressor","0.4212","0.212","0.4603","0.1096","0.3241","0.5313","0.267"
"et","Extra Trees Regressor","0.4239","0.2129","0.4614","0.1055","0.3252","0.5322","0.087"
"gbr","Gradient Boosting Regressor","0.4402","0.2229","0.4721","0.0634","0.3315","0.5639","0.143"
"lightgbm","Light Gradient Boosting Machine","0.4185","0.2259","0.4752","0.0508","0.3337","0.5329","0.087"
"ada","AdaBoost Regressor","0.4559","0.2312","0.4807","0.0287","0.3384","0.5744","0.011"
"lasso","Lasso Regression","0.4761","0.2382","0.488","-0.0003","0.3435","0.6057","0.006"
"llar","Lasso Least Angle Regression","0.4761","0.2382","0.488","-0.0003","0.3435","0.6057","0.006"
"omp","Orthogonal Matching Pursuit","0.4761","0.2382","0.488","-0.0003","0.3435","0.6057","0.006"
"en","Elastic Net","0.4761","0.2382","0.4881","-0.0004","0.3435","0.6057","0.006"
"dummy","Dummy Regressor","0.4772","0.2386","0.4885","-0.0021","0.3438","0.6071","0.005"
"br","Bayesian Ridge","0.4766","0.2389","0.4888","-0.0034","0.344","0.6066","0.006"
"ridge","Ridge Regression","0.4772","0.24","0.4899","-0.008","0.3448","0.6074","0.007"
"lar","Least Angle Regression","0.4772","0.24","0.4899","-0.008","0.3448","0.6074","0.007"
"lr","Linear Regression","0.4772","0.24","0.4899","-0.008","0.3448","0.6074","0.008"
"huber","Huber Regressor","0.4757","0.2462","0.4961","-0.0338","0.3487","0.6137","0.011"
"xgboost","Extreme Gradient Boosting","0.4229","0.2469","0.4967","-0.0372","0.3453","0.5349","0.06"
"knn","K Neighbors Regressor","0.4746","0.2901","0.5385","-0.2178","0.3784","0.6317","0.009"
"dt","Decision Tree Regressor","0.4077","0.4077","0.6384","-0.7139","0.4425","0.5146","0.011"
"par","Passive Aggressive Regressor","0.5225","0.4589","0.6649","-0.928","0.3684","0.979","0.006"



= = = = = Bitcoin Historical Data = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lar","Least Angle Regression","785.4","1.566e+06","1133","0.9937","0.6884","0.6863","0.018"
"knn","K Neighbors Regressor","1840","1.691e+07","4086","0.9371","0.1693","0.1134","0.02"
"et","Extra Trees Regressor","3590","3.039e+07","5483","0.8877","1.13","2.231","0.104"
"ada","AdaBoost Regressor","6855","8.392e+07","9121","0.6874","1.813","7.777","0.041"
"lightgbm","Light Gradient Boosting Machine","8130","1.032e+08","1.014e+04","0.6139","1.901","8.932","0.1"
"dt","Decision Tree Regressor","8919","1.193e+08","1.091e+04","0.551","1.99","10.34","0.02"
"rf","Random Forest Regressor","8941","1.257e+08","1.119e+04","0.5317","1.953","9.671","0.184"
"xgboost","Extreme Gradient Boosting","8791","1.338e+08","1.145e+04","0.496","1.897","8.778","0.057"
"gbr","Gradient Boosting Regressor","9620","1.586e+08","1.255e+04","0.4093","1.949","9.479","0.113"
"omp","Orthogonal Matching Pursuit","8658","1.762e+08","1.319e+04","0.343","1.666","5.556","0.017"
"huber","Huber Regressor","6738","1.952e+08","1.384e+04","0.2725","0.7549","0.6624","0.019"
"llar","Lasso Least Angle Regression","1.187e+04","2.703e+08","1.64e+04","-0.0057","2.056","10.39","0.017"
"lr","Linear Regression","1.187e+04","2.704e+08","1.64e+04","-0.0058","2.056","10.4","0.651"
"ridge","Ridge Regression","1.187e+04","2.704e+08","1.64e+04","-0.0058","2.056","10.4","0.018"
"dummy","Dummy Regressor","1.187e+04","2.704e+08","1.64e+04","-0.0058","2.056","10.4","0.017"
"lasso","Lasso Regression","1.193e+04","2.732e+08","1.649e+04","-0.0162","2.061","10.45","0.018"
"en","Elastic Net","1.193e+04","2.732e+08","1.649e+04","-0.0162","2.061","10.45","0.019"
"par","Passive Aggressive Regressor","1.303e+04","4.044e+08","1.851e+04","-0.4452","1.617","7.734","0.018"
"br","Bayesian Ridge","2.329e+06","2.277e+13","3.228e+06","-9.233e+04","5.345","2017","0.019"



= = = = = Heart Failure Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","16.26","431.8","20.63","0.32","0.1604","0.1289","0.02"
"ridge","Ridge Regression","16.24","432.9","20.66","0.3179","0.1606","0.1286","0.024"
"lr","Linear Regression","16.24","433.1","20.66","0.3176","0.1606","0.1287","0.02"
"rf","Random Forest Regressor","16.55","448.7","21.04","0.2882","0.163","0.1305","0.095"
"lasso","Lasso Regression","16.96","451.4","21.1","0.288","0.1638","0.1343","0.021"
"llar","Lasso Least Angle Regression","16.96","451.4","21.1","0.288","0.1638","0.1343","0.02"
"gbr","Gradient Boosting Regressor","16.51","449.8","21.11","0.2842","0.1634","0.13","0.039"
"en","Elastic Net","17.42","468.7","21.51","0.2592","0.1667","0.1378","0.02"
"ada","AdaBoost Regressor","17.63","480.2","21.77","0.2412","0.1672","0.1366","0.037"
"lightgbm","Light Gradient Boosting Machine","17.37","492.8","22.15","0.2052","0.1711","0.1365","0.134"
"huber","Huber Regressor","17.63","514.8","22.58","0.184","0.1748","0.1396","0.027"
"et","Extra Trees Regressor","17.92","524.3","22.77","0.1681","0.176","0.1415","0.072"
"xgboost","Extreme Gradient Boosting","18.4","554.9","23.51","0.1103","0.1807","0.1438","0.039"
"omp","Orthogonal Matching Pursuit","19.96","611.9","24.64","0.0267","0.1879","0.157","0.024"
"knn","K Neighbors Regressor","19.99","623.4","24.85","0.0059","0.1894","0.1571","0.025"
"dummy","Dummy Regressor","21.03","646.6","25.33","-0.0223","0.1934","0.1656","0.021"
"dt","Decision Tree Regressor","23.51","904.2","30","-0.4649","0.2367","0.1833","0.021"
"par","Passive Aggressive Regressor","31.74","1582","38.5","-1.474","0.2968","0.2388","0.021"
"lar","Least Angle Regression","23.97","1763","33.39","-1.968","0.253","0.1828","0.021"



= = = = = Netflix Userbase = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dummy","Dummy Regressor","1.46","2.814","1.677","-0.0054","0.1261","0.12","0.03"
"llar","Lasso Least Angle Regression","1.461","2.821","1.679","-0.0077","0.1262","0.12","0.034"
"lasso","Lasso Regression","1.461","2.821","1.679","-0.0077","0.1262","0.12","0.028"
"en","Elastic Net","1.461","2.821","1.679","-0.0078","0.1262","0.12","0.03"
"huber","Huber Regressor","1.479","2.973","1.724","-0.0632","0.1296","0.1218","0.035"
"ada","AdaBoost Regressor","1.492","3.071","1.752","-0.098","0.1315","0.1227","0.036"
"omp","Orthogonal Matching Pursuit","1.491","3.088","1.756","-0.1046","0.1319","0.1226","0.029"
"br","Bayesian Ridge","1.508","3.197","1.787","-0.1433","0.1342","0.1239","0.028"
"ridge","Ridge Regression","1.513","3.229","1.796","-0.1547","0.1348","0.1244","0.034"
"lr","Linear Regression","1.516","3.249","1.802","-0.1618","0.1352","0.1246","0.028"
"gbr","Gradient Boosting Regressor","1.521","3.273","1.808","-0.1698","0.1355","0.1249","0.077"
"knn","K Neighbors Regressor","1.538","3.312","1.819","-0.1845","0.1362","0.1261","0.029"
"rf","Random Forest Regressor","1.533","3.351","1.83","-0.1986","0.1371","0.1259","0.154"
"et","Extra Trees Regressor","1.573","3.538","1.88","-0.2665","0.1408","0.1292","0.135"
"lightgbm","Light Gradient Boosting Machine","1.57","3.577","1.89","-0.2798","0.1414","0.1289","0.104"
"par","Passive Aggressive Regressor","1.595","3.722","1.919","-0.3403","0.1434","0.1342","0.034"
"xgboost","Extreme Gradient Boosting","1.611","3.825","1.954","-0.3685","0.1461","0.1322","0.048"
"dt","Decision Tree Regressor","1.905","5.753","2.397","-1.057","0.1797","0.155","0.035"
"lar","Least Angle Regression","33","1.279e+04","40.45","-4532","0.5099","2.669","0.029"



= = = = = Top 5000 Youtube Channels = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","1.05e+09","4.25e+18","1.98e+09","0.0237","1.706","80.67","0.164"
"knn","K Neighbors Regressor","1.034e+09","4.347e+18","2.003e+09","0.0023","1.679","79.3","0.031"
"rf","Random Forest Regressor","1.053e+09","4.371e+18","2.009e+09","-0.0046","1.708","80.62","0.248"
"ridge","Ridge Regression","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.032"
"lr","Linear Regression","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.03"
"lasso","Lasso Regression","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.029"
"dummy","Dummy Regressor","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.028"
"llar","Lasso Least Angle Regression","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.034"
"lar","Least Angle Regression","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.032"
"en","Elastic Net","1.054e+09","4.373e+18","2.01e+09","-0.0053","1.71","80.74","0.028"
"dt","Decision Tree Regressor","1.054e+09","4.373e+18","2.01e+09","-0.0054","1.71","80.63","0.036"
"xgboost","Extreme Gradient Boosting","1.054e+09","4.374e+18","2.01e+09","-0.0054","1.71","81.07","0.048"
"gbr","Gradient Boosting Regressor","1.056e+09","4.374e+18","2.01e+09","-0.0056","1.711","80.28","0.128"
"lightgbm","Light Gradient Boosting Machine","1.059e+09","4.426e+18","2.024e+09","-0.0219","1.718","80.76","0.118"
"ada","AdaBoost Regressor","9.328e+08","4.481e+18","2.032e+09","-0.0261","1.557","52.43","0.045"
"huber","Huber Regressor","9.906e+08","4.641e+18","2.075e+09","-0.0751","1.619","79.42","0.03"
"omp","Orthogonal Matching Pursuit","1.346e+09","5.059e+18","2.188e+09","-0.223","1.914","105.4","0.028"
"par","Passive Aggressive Regressor","1.901e+09","7.332e+18","2.599e+09","-0.8055","2.122","162.3","0.032"
"br","Bayesian Ridge","1.491e+11","6.226e+22","2.364e+11","-1.814e+04","5.603","1.116e+04","0.03"



= = = = = Unemployment in India = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"xgboost","Extreme Gradient Boosting","2.127","10.88","3.21","0.8123","0.0808","0.0544","0.034"
"lightgbm","Light Gradient Boosting Machine","2.268","10.87","3.244","0.8122","0.0817","0.0573","0.096"
"et","Extra Trees Regressor","2.227","10.78","3.202","0.8032","0.0811","0.0564","0.062"
"rf","Random Forest Regressor","2.245","12.39","3.442","0.7861","0.0863","0.0573","0.075"
"gbr","Gradient Boosting Regressor","2.684","14.24","3.73","0.7491","0.0923","0.0672","0.036"
"ada","AdaBoost Regressor","3.42","20.69","4.516","0.634","0.1081","0.0845","0.042"
"ridge","Ridge Regression","3.533","20.97","4.549","0.632","0.1068","0.0855","0.023"
"lr","Linear Regression","3.539","20.97","4.55","0.6319","0.1068","0.0856","0.02"
"br","Bayesian Ridge","3.525","21.03","4.554","0.6312","0.107","0.0855","0.018"
"dt","Decision Tree Regressor","2.646","21.47","4.439","0.6303","0.1088","0.0676","0.019"
"en","Elastic Net","3.901","28.03","5.247","0.52","0.1231","0.0951","0.019"
"lasso","Lasso Regression","3.947","28.38","5.284","0.5113","0.1241","0.0963","0.02"
"llar","Lasso Least Angle Regression","3.947","28.38","5.284","0.5113","0.1241","0.0963","0.023"
"knn","K Neighbors Regressor","5.065","49.34","6.928","0.1749","0.1589","0.1235","0.021"
"dummy","Dummy Regressor","5.739","63.63","7.847","-0.0398","0.1756","0.1368","0.021"
"omp","Orthogonal Matching Pursuit","5.755","63.79","7.856","-0.0422","0.1758","0.1371","0.02"
"huber","Huber Regressor","26.74","1065","31.37","-17.2","1.597","0.6258","0.022"
"lar","Least Angle Regression","22.4","5925","28.43","-96.52","0.2613","0.539","0.021"
"par","Passive Aggressive Regressor","48.94","6020","72.61","-100.1","1.515","1.155","0.019"



= = = = = Video Game Sales = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lr","Linear Regression","0.0031","0","0.0052","1","0.004","0.0334","0.042"
"ridge","Ridge Regression","0.0036","0","0.0059","1","0.0041","0.0393","0.043"
"lar","Least Angle Regression","0.0035","0","0.0063","1","0.0042","0.0358","0.042"
"br","Bayesian Ridge","0.0031","0","0.0052","1","0.004","0.0334","0.048"
"huber","Huber Regressor","0.0908","0.0662","0.2505","0.9689","0.0749","0.5378","0.132"
"knn","K Neighbors Regressor","0.0095","0.2284","0.2418","0.9628","0.0063","0.0015","0.056"
"gbr","Gradient Boosting Regressor","0.0139","0.2525","0.216","0.9623","0.0089","0.0235","0.326"
"rf","Random Forest Regressor","0.0095","0.2813","0.2584","0.9556","0.007","0.0009","0.507"
"xgboost","Extreme Gradient Boosting","0.0257","0.2774","0.3636","0.9422","0.016","0.0155","0.088"
"dt","Decision Tree Regressor","0.0134","0.3947","0.3415","0.9299","0.0105","0.0009","0.048"
"lightgbm","Light Gradient Boosting Machine","0.0327","0.3717","0.4419","0.9165","0.0287","0.019","0.162"
"ada","AdaBoost Regressor","0.3162","0.392","0.512","0.8868","0.2403","5.364","0.118"
"et","Extra Trees Regressor","0.0339","0.5153","0.5307","0.8835","0.0251","0.015","0.389"
"omp","Orthogonal Matching Pursuit","0.204","0.2698","0.5151","0.8733","0.1526","1.065","0.045"
"en","Elastic Net","0.3911","1.312","1.072","0.5335","0.2348","4.367","0.049"
"lasso","Lasso Regression","0.4838","1.998","1.329","0.2835","0.295","5.45","0.043"
"llar","Lasso Least Angle Regression","0.4838","1.998","1.329","0.2835","0.295","5.45","0.054"
"dummy","Dummy Regressor","0.5923","2.569","1.543","-0.001","0.4152","7.081","0.043"
"par","Passive Aggressive Regressor","2.146","14.21","2.924","-6.577","0.8854","51.34","0.044"



= = = = = Group 2 The Wide Data Cohort = = = = =
= = = = =  (Parameter Efficiency) = = = = =


= = = = = Car Details = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","9.853e+04","7.477e+10","2.641e+05","0.8849","0.3677","0.2829","0.388"
"gbr","Gradient Boosting Regressor","1.154e+05","7.987e+10","2.731e+05","0.8765","0.3892","0.3253","0.223"
"knn","K Neighbors Regressor","1.116e+05","8.214e+10","2.753e+05","0.8741","0.37","0.2979","0.054"
"xgboost","Extreme Gradient Boosting","1.036e+05","8.267e+10","2.781e+05","0.8721","0.3833","0.3033","0.109"
"lightgbm","Light Gradient Boosting Machine","1.11e+05","8.66e+10","2.86e+05","0.8655","0.3969","0.3208","0.199"
"rf","Random Forest Regressor","1.09e+05","8.853e+10","2.894e+05","0.8623","0.4022","0.325","0.524"
"dt","Decision Tree Regressor","1.153e+05","9.508e+10","3.011e+05","0.8524","0.4151","0.3323","0.064"
"ada","AdaBoost Regressor","1.985e+05","1.209e+11","3.416e+05","0.8102","0.6217","0.7245","0.116"
"ridge","Ridge Regression","1.739e+05","1.258e+11","3.477e+05","0.8035","0.5551","0.471","0.054"
"lasso","Lasso Regression","1.739e+05","1.26e+11","3.477e+05","0.8034","0.5592","0.4709","0.069"
"lar","Least Angle Regression","1.739e+05","1.26e+11","3.477e+05","0.8034","0.5596","0.4709","0.055"
"lr","Linear Regression","1.739e+05","1.26e+11","3.477e+05","0.8034","0.5596","0.4709","0.73"
"llar","Lasso Least Angle Regression","1.739e+05","1.26e+11","3.477e+05","0.8034","0.5592","0.4709","0.06"
"en","Elastic Net","1.755e+05","1.397e+11","3.674e+05","0.7807","0.5293","0.4757","0.054"
"br","Bayesian Ridge","1.976e+05","1.617e+11","3.964e+05","0.7454","0.5929","0.5665","0.063"
"huber","Huber Regressor","1.929e+05","1.721e+11","4.092e+05","0.7295","0.5678","0.5213","0.088"
"omp","Orthogonal Matching Pursuit","2.148e+05","1.904e+11","4.304e+05","0.6994","0.5861","0.5845","0.062"
"par","Passive Aggressive Regressor","2.892e+05","2.941e+11","5.141e+05","0.5445","0.7164","0.6729","0.059"
